Unnamed:_0,Wedding_Type,Place,Cost_of_Type,Clothes_Bride,Clothes_Groom,Photography,Decor,Decor_Category,Entertainment,Entertainment_Category,Giftsper_piece,Gifts_Category,Invitations_Cards,Cards_Category
2488,8,1,2412789,57987,86926,267772,397710,0,432844,0,2470,1,205,1
2489,8,9,2628041,186468,56691,124074,505637,1,211525,3,4960,2,475,1
2490,1,9,2481108,86450,78195,154856,185519,3,212212,3,2968,1,197,1
2491,3,17,1677488,163267,47351,57627,527564,1,84293,2,1553,3,51,3
2492,6,16,856359,50811,194521,200530,366836,0,85773,2,1847,3,197,1
2493,0,4,4395355,621043,389238,120951,301704,0,492553,0,3245,1,215,1
2494,0,4,3136122,525422,349649,119212,515387,1,168690,3,4260,2,897,2
2495,0,11,4820470,654969,291750,205317,451795,1,461486,0,1942,3,483,1
2496,6,14,605570,68540,517076,24192,108903,3,288136,0,2803,1,416,1
2497,1,15,2003960,94637,35184,181174,232026,0,431905,0,1496,3,690,0
2498,0,3,5121216,613662,336029,187825,271332,0,260894,0,2170,1,397,1
2499,2,13,29716,21392,10983,41129,330409,0,399812,0,1135,3,503,0
2500,5,12,7867276,176997,643160,214628,528489,1,480706,0,2464,1,294,1
2501,4,11,6810974,112982,116791,281115,86605,3,367971,0,4615,2,545,0
2502,3,3,4177809,88953,98382,162470,366426,0,337616,0,2939,1,530,0
2503,0,11,3566832,652182,249541,251498,180414,3,59708,2,2248,1,587,0
2504,6,3,987510,86527,372724,40215,317268,0,294966,0,3624,1,981,2
2505,5,2,11606695,124219,482245,154834,375251,0,119073,3,1969,3,994,2
2506,0,11,3143635,656743,228505,192716,389056,0,280729,0,2335,1,806,2
2507,4,16,7772690,222000,98356,26382,162898,3,286284,0,3744,1,211,1
2508,0,18,5682647,562844,179596,108882,56069,2,329991,0,4366,2,783,0
2509,1,15,3972408,68057,91745,44698,53938,2,334177,0,3676,1,660,0
2510,1,15,3214517,78252,46855,94296,364832,0,284255,0,1789,3,690,0
2511,5,12,11069080,220837,190986,286909,361475,0,72939,2,2978,1,855,2
2512,0,7,3735053,506887,139301,128734,260902,0,59435,2,1820,3,881,2
2513,0,2,5533203,543464,225239,76132,221354,0,285379,0,3910,1,347,1
2514,4,0,4601503,226791,144795,97663,258333,0,427757,0,4185,2,837,2
2515,7,10,5044862,829842,513825,147624,333668,0,204747,3,3086,1,367,1
2516,6,14,633712,76808,257900,223001,131443,3,89068,2,4581,2,957,2
2517,2,2,20697,22471,12055,200631,238029,0,52136,2,1585,3,840,2
2518,7,16,5781947,311807,183106,261751,372686,0,338012,0,4610,2,719,0
2519,3,7,1522124,148268,73345,204439,202005,0,66045,2,3809,1,730,0
2520,2,7,31585,25719,8671,83415,135378,3,457546,0,3268,1,523,0
2521,1,0,2375181,77157,66481,92152,536040,1,109158,3,3626,1,336,1
2522,1,16,3197848,60588,40955,112431,123403,3,336427,0,731,0,271,1
2523,8,1,2492400,170718,107564,160157,191648,3,323275,0,1711,3,679,0
2524,2,6,18811,28755,10995,198466,183376,3,254218,0,4147,2,946,2
2525,2,18,83946,29479,7274,163532,290439,0,99327,2,2808,1,918,2
2526,5,11,5813962,894715,234595,251371,528464,1,380265,0,4541,2,353,1
2527,4,1,4110425,182255,71421,167533,483177,1,319753,0,1812,3,317,1
2528,8,14,2285746,83699,122034,83849,458703,1,113538,3,3046,1,159,1
2529,8,19,3299818,92326,103183,260708,300563,0,69005,2,663,0,540,0
2530,1,12,3774253,51739,90690,220390,329224,0,89531,2,3574,1,373,1
2531,5,0,5867724,811319,160904,208519,410847,1,197199,3,666,0,483,1
2532,6,10,998286,71139,370825,245900,397297,0,190544,3,4634,2,593,0
2533,0,8,3323639,569550,401647,180959,181054,3,410669,0,2194,1,473,1
2534,1,8,3117967,90166,64529,160673,125741,3,377415,0,2611,1,297,1
2535,4,1,7896032,227768,107676,196128,591611,1,168453,3,2472,1,729,0
2536,8,5,2573522,165859,145396,166861,58931,2,467337,0,4229,2,943,2
2537,0,5,4524370,523442,178507,234998,315294,0,232817,3,2274,1,797,0
2538,3,17,2457296,76735,82753,57631,71324,3,230359,3,1489,3,923,2
2539,3,7,2657503,192933,75926,236452,359161,0,24446,1,1898,3,744,0
2540,8,2,2840600,95196,105961,152254,249209,0,139195,3,4147,2,579,0
2541,7,0,5313967,560002,519999,120105,150011,3,152313,3,3223,1,171,1
2542,5,11,10648344,752014,320785,39473,150338,3,452080,0,949,0,261,1
2543,2,10,67789,30384,10843,161747,527901,1,492368,0,4058,2,637,0
2544,6,6,523559,64116,182180,230986,582085,1,184383,3,1738,3,547,0
2545,7,17,5335432,814622,593478,132345,191134,3,194999,3,1487,3,977,2
2546,2,8,55343,23958,7535,293091,491150,1,480595,0,2703,1,727,0
2547,2,13,56473,26759,12325,133800,358645,0,74739,2,3904,1,709,0
2548,4,9,3783923,102853,147083,249692,259032,0,329274,0,597,0,257,1
2550,0,1,3256167,574240,327681,214226,289115,0,485561,0,636,0,378,1
2551,3,16,1905946,195059,60858,210438,562466,1,357029,0,1102,3,482,1
2552,6,12,614171,91609,75443,273736,401883,1,462797,0,4074,2,950,2
2553,6,0,835057,97557,472771,168056,261788,0,120303,3,1305,3,391,1
2554,7,16,8961407,258616,193600,35161,492516,1,275441,0,3191,1,52,3
2555,1,4,2430927,73134,44783,198464,119634,3,78234,2,3318,1,84,3
2556,2,13,97568,22976,9061,279889,105378,3,266697,0,1504,3,806,2
2557,8,1,3307175,55000,90189,94820,534758,1,212096,3,2263,1,150,1
2558,7,10,8053273,805807,417868,30968,83380,3,485377,0,3104,1,469,1
2559,0,13,5459627,678262,331774,203057,191370,3,431223,0,715,0,65,3
2560,6,6,550340,75665,375370,186114,561087,1,415317,0,4132,2,192,1
2561,6,17,655918,86467,559158,233762,467111,1,73174,2,1874,3,562,0
2562,2,11,45100,21251,7470,237417,511866,1,168716,3,4626,2,194,1
2563,2,19,49242,24638,7059,52169,585808,1,363677,0,2927,1,212,1
2564,7,2,8252236,276944,215831,146197,373787,0,340329,0,1727,3,819,2
2565,3,17,1671077,87679,52141,247093,403668,1,445405,0,3284,1,378,1
2566,1,8,2858562,87365,46112,250586,576962,1,36284,2,3778,1,573,0
2567,6,15,293611,76433,591996,134700,531140,1,220234,3,1864,3,630,0
2568,0,5,5572731,566373,171781,84056,146951,3,298994,0,1264,3,756,0
2569,7,3,6110671,584295,290197,244014,293203,0,390572,0,2565,1,538,0
2570,8,0,2351070,72341,114734,23853,258032,0,365075,0,1191,3,267,1
2571,2,7,32201,19417,5830,217979,553827,1,166404,3,929,0,944,2
2572,2,5,37073,30126,10075,80472,199954,3,343494,0,1268,3,220,1
2574,4,1,7806802,151569,97864,133417,589616,1,423508,0,3641,1,881,2
2575,5,7,10092848,298159,331574,231283,530019,1,51830,2,4323,2,440,1
2576,3,6,2005117,124559,72690,191171,225952,0,111772,3,3772,1,56,3
2577,1,8,2346917,60633,55496,144661,494147,1,171824,3,679,0,727,0
2578,6,16,741371,65425,299903,294593,147612,3,322191,0,2765,1,869,2
2579,0,16,5826748,548423,328489,219624,329985,0,36196,2,945,0,970,2
2580,3,7,3136403,113869,27077,124299,120117,3,310967,0,2810,1,428,1
2581,6,0,631987,64247,53239,75133,72705,3,135840,3,1703,3,734,0
2582,2,1,71917,18279,11705,150914,156790,3,250593,0,4913,2,954,2
2583,8,18,2058618,150014,51220,64022,513501,1,71016,2,3400,1,256,1
2584,4,10,3853713,117859,75453,107457,206628,0,210435,3,3653,1,546,0
2585,0,9,4798160,578497,396089,194109,299505,0,181331,3,661,0,390,1
2586,7,12,7615861,562457,575795,79347,507493,1,343772,0,3580,1,357,1
2588,2,1,65355,24490,9298,159537,230427,0,308582,0,1309,3,427,1
2589,7,8,5582936,844609,427368,92318,354826,0,275401,0,4404,2,273,1
2590,8,15,1945248,88210,92495,274257,401854,1,376755,0,4151,2,880,2
2591,4,12,3551927,142588,129491,59409,469181,1,59675,2,4135,2,797,0
2592,4,14,6814557,179166,140292,61666,407778,1,367816,0,1055,3,757,0
2593,6,1,725761,68341,382686,105048,514119,1,345135,0,4642,2,909,2
2594,6,15,599100,83312,252935,154903,338489,0,78183,2,2052,1,703,0
2595,3,15,2540504,160694,40183,193621,270749,0,251739,0,3720,1,638,0
2596,3,11,4133033,167047,67273,241503,582608,1,268558,0,4630,2,773,0
2597,7,4,7415461,677767,158045,233353,528139,1,114699,3,500,0,552,0
2598,6,8,954859,74992,176623,253439,67216,3,329835,0,2127,1,150,1
2600,0,3,5214760,582877,298193,66444,305609,0,56810,2,2441,1,784,0
2602,1,11,1609037,87697,41250,145268,447407,1,167371,3,909,0,67,3
2603,3,9,3638401,133873,83621,137866,187678,3,34691,2,1267,3,490,1
2604,1,10,3120853,58284,66167,268807,270540,0,170399,3,1486,3,359,1
2605,7,7,5785837,506601,549595,257615,170961,3,266918,0,1763,3,163,1
2606,4,3,4236100,111074,108207,148357,471283,1,244638,3,835,0,698,0
2607,2,7,47589,19077,7276,260008,89441,3,381637,0,4772,2,534,0
2608,3,7,2977364,91278,76760,31355,217916,0,194549,3,2345,1,677,0
2609,3,0,1700945,76604,90397,254702,166303,3,335688,0,3629,1,601,0
2612,2,18,30624,29415,10407,33017,550694,1,481210,0,2497,1,888,2
2613,1,16,2051761,89253,83158,234035,509748,1,195001,3,1425,3,863,2
2614,3,8,1907026,97647,63388,200527,494842,1,54055,2,1115,3,807,2
2615,8,5,1658939,193710,127849,67377,472387,1,46611,2,3492,1,279,1
2616,8,15,2073448,117183,146780,59243,120086,3,81902,2,4812,2,353,1
2617,6,9,976431,58402,538585,205635,153077,3,283696,0,3942,1,413,1
2618,3,0,2262452,91954,91605,83246,456082,1,244092,3,2276,1,844,2
2619,1,17,1783563,63598,63697,49401,528921,1,485860,0,4822,2,509,0
2620,8,19,3135603,181711,124172,217204,206662,0,431393,0,684,0,340,1
2621,2,19,26360,19408,11749,279608,336803,0,186819,3,1919,3,768,0
2622,7,10,5691539,847315,377039,262859,323468,0,480114,0,4612,2,807,2
2623,3,11,1727440,101593,63605,277264,332805,0,476540,0,2421,1,554,0
2624,8,0,3017459,122659,47030,158688,146509,3,403004,0,4521,2,915,2
2625,1,16,2637495,52183,36696,246509,252701,0,358980,0,3139,1,905,2
2626,8,5,2880339,75060,74262,46547,416448,1,352090,0,907,0,356,1
2627,6,18,633129,73201,378330,234831,472507,1,163226,3,3084,1,360,1
2628,4,9,5566078,243220,91172,269322,434816,1,244873,3,3676,1,753,0
2629,7,9,5461437,594580,195893,67479,415965,1,310212,0,2060,1,199,1
2630,8,6,2619017,51956,29032,55527,458811,1,156137,3,2132,1,429,1
2632,8,14,3145718,169801,99862,272278,353728,0,253052,0,4538,2,188,1
2633,2,16,93825,26407,11378,108564,134975,3,497844,0,589,0,796,0
2634,7,10,5665877,811619,208244,124546,165983,3,59791,2,1228,3,237,1
2635,6,10,779385,97761,372324,259805,252839,0,315662,0,3861,1,725,0
2636,1,6,2061955,53154,33303,298552,519128,1,385469,0,2770,1,519,0
2637,8,6,1784921,135470,143110,191608,405940,1,169516,3,3641,1,225,1
2638,0,13,5293027,606462,359012,70642,484006,1,270154,0,3091,1,130,1
2640,5,5,6094128,163504,348830,110971,429160,1,54529,2,1910,3,332,1
2641,4,19,3509356,239633,148201,22951,398050,0,252354,0,1277,3,869,2
2642,2,2,42097,18392,6598,43091,117574,3,90933,2,1687,3,272,1
2643,4,5,5558409,179752,106160,152376,259142,0,144294,3,4962,2,436,1
2644,3,17,4819716,144952,42813,58725,588897,1,314254,0,3644,1,341,1
2645,2,15,51120,24527,8598,112117,330752,0,430697,0,706,0,516,0
2646,5,16,11922096,328618,581680,289862,563798,1,195384,3,1966,3,184,1
2647,8,18,3040316,120130,40158,193920,257291,0,171117,3,1252,3,614,0
2648,3,12,3095137,143901,42024,37160,538675,1,364097,0,2897,1,564,0
2649,4,9,5082953,222364,105748,63875,467700,1,95390,2,3501,1,184,1
2650,7,13,5446544,258541,106115,171082,362828,0,430671,0,4422,2,909,2
2651,0,7,3070777,543341,373412,263724,418454,1,91099,2,1293,3,617,0
2652,3,17,3006266,183702,70474,94066,448382,1,22347,1,3343,1,154,1
2653,3,1,3381006,163654,73681,52823,390001,0,46379,2,1154,3,545,0
2654,3,9,4471317,133085,49210,215092,78237,3,334282,0,1959,3,113,1
2655,6,16,391151,55213,488655,280546,580778,1,37906,2,2604,1,541,0
2656,1,15,2980609,84874,94349,112259,412260,1,364540,0,1103,3,455,1
2658,8,1,2652383,170441,149217,61144,184381,3,57310,2,4830,2,796,0
2661,0,0,5763773,598422,247998,245375,137713,3,304325,0,3615,1,784,0
2662,7,14,8506607,891558,357518,299877,326294,0,353019,0,3702,1,93,3
2663,5,15,8176101,195258,414708,103925,544344,1,118768,3,1006,3,202,1
2664,4,14,6946068,107994,73365,181594,356091,0,326630,0,1404,3,419,1
2665,2,7,17939,25547,11924,46734,309465,0,460232,0,3377,1,741,0
2666,7,11,7785860,281163,569392,222016,425135,1,25627,1,747,0,880,2
2667,0,11,3566537,541468,299462,95337,274681,0,346216,0,3123,1,262,1
2668,7,13,8928293,528060,132269,121244,150836,3,424264,0,4147,2,491,1
2669,6,4,382720,64500,111103,112784,592858,1,324635,0,2448,1,172,1
2670,0,1,4756787,535875,380753,36575,531736,1,407505,0,4415,2,349,1
2671,7,14,7283788,581392,572236,267375,410025,1,181281,3,756,0,897,2
2672,1,6,3033251,84570,40683,183648,462811,1,32158,2,1658,3,326,1
2673,2,8,54737,18100,6563,179708,191695,3,23432,1,1142,3,310,1
2674,8,12,1989647,158302,42211,20304,296126,0,235302,3,2201,1,690,0
2675,2,2,85031,18336,8058,41581,431435,1,463452,0,2654,1,957,2
2676,0,5,3589141,653343,352573,86799,227201,0,331408,0,4884,2,259,1
2677,2,1,27464,27694,7562,46676,356084,0,246535,3,2982,1,986,2
2678,0,3,5072069,536104,226838,182990,212474,0,32971,2,2139,1,921,2
2679,1,14,1861004,74441,58016,200902,186337,3,408683,0,4761,2,804,2
2680,7,6,7371360,802486,220510,138791,242911,0,171017,3,2884,1,332,1
2681,7,18,7095698,804817,175466,212009,239718,0,274442,0,4484,2,313,1
2682,6,7,863200,71722,299311,102829,463309,1,345312,0,4922,2,874,2
2683,0,15,3213874,566856,165416,244856,586648,1,390194,0,3824,1,736,0
2684,2,15,41024,28284,8609,163954,186549,3,191640,3,4873,2,231,1
2685,4,16,3678770,249281,95321,71189,407932,1,486864,0,2531,1,802,2
2686,5,16,11411271,619865,302967,183344,382134,0,476620,0,2902,1,376,1
2687,8,6,1796166,150540,54632,217605,380465,0,340662,0,4945,2,627,0
2688,0,10,3147395,544516,389077,159091,170794,3,142435,3,2402,1,511,0
2689,2,2,15321,15255,11033,277867,244483,0,278990,0,4493,2,651,0
2690,8,3,2105244,148752,90505,128281,131504,3,419945,0,3098,1,718,0
2691,1,6,2112292,52237,37023,178596,560938,1,432373,0,4669,2,888,2
2692,7,14,6784563,315814,476928,154568,79770,3,196755,3,4226,2,973,2
2693,0,15,4813173,662544,273348,291251,334998,0,109864,3,1582,3,111,1
2694,6,13,461403,63343,495063,223106,593470,1,308631,0,3746,1,363,1
2695,1,6,1760260,85195,38686,34182,314894,0,148121,3,4437,2,858,2
2696,0,16,4976582,630353,392423,293788,181505,3,169572,3,2946,1,318,1
2697,6,4,726388,83369,562443,121715,123373,3,255470,0,3644,1,713,0
2698,2,18,22672,20615,10920,158485,452646,1,89353,2,3206,1,684,0
2699,7,9,8781782,414635,575688,264449,533597,1,86516,2,1510,3,877,2
2700,1,0,1851073,84188,73408,234765,393311,0,131672,3,3462,1,662,0
2701,2,19,42950,16170,5309,258678,385016,0,117713,3,4776,2,121,1
2702,8,14,2556013,160058,121391,298254,539593,1,363068,0,4898,2,607,0
2703,5,9,10678853,794087,285992,191004,333387,0,58648,2,4930,2,609,0
2705,3,17,4089188,108519,81177,224492,140432,3,267680,0,4076,2,211,1
2706,3,6,3819854,131817,33682,121744,381054,0,209606,3,3273,1,139,1
2707,6,10,589481,91880,494912,117621,230998,0,86388,2,3784,1,889,2
2708,0,2,5848544,547198,132111,71635,110091,3,175620,3,690,0,516,0
2709,1,14,2149731,86473,53646,237838,192365,3,204620,3,4959,2,606,0
2710,0,2,5138165,598456,189255,196872,256087,0,85079,2,2739,1,667,0
2711,4,2,6869679,201457,96492,49809,413201,1,348852,0,577,0,591,0
2712,1,12,2902070,59975,72361,74326,98640,3,343495,0,520,0,978,2
2713,8,3,3123201,74500,93606,69778,115584,3,200483,3,1961,3,342,1
2714,0,19,5598308,696846,319582,126993,422566,1,349178,0,1578,3,241,1
2715,6,12,735196,54771,407432,162651,416210,1,361764,0,1066,3,190,1
2716,8,9,2860755,91615,98712,183553,98796,3,144993,3,3107,1,920,2
2717,4,8,5052557,160090,103289,263347,261410,0,350664,0,3597,1,68,3
2718,3,9,4233685,130183,33294,103677,124263,3,368266,0,3889,1,858,2
2719,2,18,83263,18944,11341,283027,559667,1,464018,0,1129,3,801,2
2720,1,0,1688370,68224,60689,287735,179474,3,102383,3,3278,1,560,0
2721,1,9,2407325,61727,39320,22971,114673,3,159861,3,2279,1,290,1
2722,2,8,52841,21258,9588,197887,326324,0,448802,0,3808,1,308,1
2723,3,8,3248199,95996,82549,287526,228877,0,112151,3,1148,3,549,0
2724,2,6,98608,25832,8506,95009,225246,0,431566,0,2521,1,857,2
2725,5,4,5737613,900996,482133,185290,233963,0,419277,0,4021,2,990,2
2726,6,19,638438,67750,598285,38411,597807,1,62701,2,3375,1,626,0
2727,2,10,33276,24193,5256,159408,208980,0,495643,0,3787,1,581,0
2728,0,7,4299080,685239,223455,139536,446694,1,175340,3,4677,2,954,2
2729,2,12,95825,29108,11230,216277,287688,0,170666,3,2299,1,389,1
2730,3,5,1705277,120190,98848,114772,312596,0,103945,3,1856,3,625,0
2731,7,14,6291782,432493,117748,169596,549006,1,492168,0,1519,3,840,2
2732,1,5,3715454,62461,40543,283231,274249,0,341994,0,3956,1,280,1
2733,7,19,5011884,853870,591775,106399,214679,0,275443,0,4895,2,616,0
2734,1,18,3451434,59370,53330,242635,51698,2,183650,3,2316,1,160,1
2735,7,3,7564643,873311,198145,51096,212860,0,176885,3,2636,1,894,2
2736,8,13,2498190,58184,102052,164451,274921,0,79375,2,3882,1,381,1
2737,5,11,11928770,168191,165746,44290,227042,0,324886,0,754,0,976,2
2738,3,7,4581825,134721,48094,280268,554350,1,340444,0,1332,3,517,0
2739,3,3,4066771,178547,45324,253292,57133,2,97632,2,1606,3,408,1
2740,0,7,3699757,598613,269757,176930,270323,0,131529,3,1604,3,262,1
2741,2,7,62102,21780,7815,233279,311566,0,364308,0,3494,1,196,1
2742,7,1,5919947,574943,148338,86004,468582,1,408387,0,2332,1,700,0
2743,0,9,5389553,686444,110704,130069,530314,1,169477,3,4686,2,867,2
2744,8,12,1596746,91177,60089,170927,154632,3,160421,3,1299,3,325,1
2745,0,2,4639428,691432,299195,24869,268460,0,439687,0,3481,1,525,0
2746,5,13,10361837,682303,377066,38357,423700,1,257827,0,1717,3,918,2
2747,6,12,538706,78935,198403,85165,452526,1,205451,3,2688,1,820,2
2748,7,13,5571594,562671,256755,118969,565933,1,482685,0,2666,1,194,1
2749,7,10,7412739,356051,399092,120139,560808,1,459381,0,4403,2,66,3
2750,2,15,46252,26483,8104,258039,531239,1,143608,3,626,0,118,1
2751,4,13,4985002,164998,101148,79503,235342,0,106763,3,4702,2,608,0
2752,4,8,7999189,147032,133097,258719,113041,3,287669,0,1961,3,868,2
2753,0,17,5555358,692674,236729,72798,158555,3,139887,3,3717,1,226,1
2754,6,19,479485,73253,125857,184660,397063,0,159840,3,720,0,979,2
2755,6,7,806534,61320,300137,41316,531102,1,492129,0,4007,2,208,1
2756,6,3,727747,65345,322718,21476,364793,0,60740,2,1939,3,283,1
2757,8,3,3013734,75966,32659,200995,240414,0,489178,0,638,0,429,1
2758,4,18,4141757,189361,142757,205845,147829,3,314307,0,4810,2,821,2
2759,0,4,3894176,537877,386502,70312,318275,0,293797,0,4084,2,62,3
2760,5,3,6272949,641793,117740,185393,445619,1,360730,0,3833,1,350,1
2761,3,9,3526378,78622,96511,21353,499901,1,426524,0,933,0,391,1
2762,2,14,71105,28020,7798,194132,58684,2,307397,0,2397,1,528,0
2763,5,0,9646228,895721,251994,62230,150350,3,205864,3,3336,1,256,1
2764,8,2,2140585,57577,82085,260744,73366,3,439823,0,3416,1,857,2
2765,6,18,706058,95822,527004,184748,185201,3,467553,0,4734,2,835,2
2766,6,7,613588,99202,230975,165097,133514,3,486965,0,955,0,747,0
2767,1,11,2728404,53808,64316,235939,312519,0,242455,3,3543,1,379,1
2768,7,7,6253028,407616,344553,49793,347634,0,178260,3,1110,3,877,2
2769,5,19,10754970,728588,169970,160143,550600,1,341217,0,4828,2,312,1
2770,2,7,28867,22456,11216,160028,421243,1,144107,3,3772,1,236,1
2771,1,15,1513311,80548,56409,159624,197614,3,482671,0,4461,2,535,0
2772,7,1,7907760,741690,467352,149316,289184,0,377410,0,806,0,114,1
2773,8,11,2493927,149143,71575,273108,241387,0,245252,3,1852,3,51,3
2774,4,16,6796964,120494,132106,60472,113585,3,199259,3,771,0,948,2
2775,4,1,7420659,228871,76538,255074,221720,0,198989,3,4351,2,861,2
2776,1,1,1760393,83032,72273,78520,502275,1,377961,0,3533,1,538,0
2777,2,13,50818,29660,5974,158247,367654,0,209413,3,3545,1,290,1
2778,7,16,8746645,343314,335722,257329,563335,1,37572,2,1289,3,94,3
2779,3,10,1941541,95649,57452,56683,252885,0,331901,0,4893,2,160,1
2780,2,9,90908,24731,6017,191366,129917,3,464255,0,796,0,289,1
2781,4,11,3622799,185166,143511,231820,102746,3,162579,3,1366,3,861,2
2782,1,14,2475217,57839,90485,239711,526884,1,267921,0,3737,1,213,1
2783,7,15,8970346,858447,602961,208476,207117,0,359286,0,577,0,516,0
2784,2,3,74363,18592,12374,279271,121372,3,126307,3,860,0,549,0
2785,8,18,1500702,98199,49379,248671,514490,1,481179,0,2287,1,486,1
2786,1,19,3744223,89078,85918,162086,62558,3,482916,0,3465,1,511,0
2787,7,6,5025736,314257,591485,245810,526418,1,88126,2,2986,1,71,3
2788,7,2,6916106,429515,511398,206915,393803,0,141332,3,1345,3,678,0
2789,7,13,7663465,805345,354372,80705,386062,0,267069,0,1359,3,815,2
2790,2,14,21356,21408,11724,173531,54789,2,314549,0,2483,1,963,2
2791,6,2,883036,98732,198030,23246,215031,0,280343,0,3304,1,461,1
2792,4,19,4371159,176538,80293,152449,278336,0,327671,0,3520,1,584,0
2793,6,14,623541,62042,478444,90058,413578,1,356416,0,4125,2,109,1
2794,4,17,6277219,210005,95447,105591,374190,0,463837,0,2616,1,66,3
2795,7,8,6292113,276962,454616,83781,463669,1,36734,2,2872,1,718,0
2796,3,10,3676496,156766,57294,241254,239129,0,88715,2,1620,3,157,1
2797,2,13,75898,18231,9520,85496,320400,0,189921,3,1031,3,975,2
2798,8,17,2527035,52750,65336,142853,398292,0,356497,0,940,0,649,0
2799,2,9,94092,21193,7500,200225,54755,2,186365,3,4709,2,128,1
